"Strain","Location","Isolation.type","SNP.cluster","Min.same","AMR.genotypes","day","month","year","Isolation.source.category","region"
"Other","USA","clinical","PDS000033399.3",32,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",7,10,2016,"Missing and Other","USA, General"
"Other","AZ","environmental/other","PDS000034840.1",3,"Other",8,5,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034840.1",3,"Other",8,5,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034835.1",7,"Other",5,3,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034835.1",7,"Other",5,3,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034838.1",12,"Other",8,5,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034838.1",12,"Other",9,4,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034843.1",3,"Other",19,3,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034843.1",3,"Other",19,3,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034837.1",1,"Other",8,5,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034837.1",1,"Other",8,5,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034836.1",11,"Other",27,2,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034836.1",11,"Other",27,2,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034841.1",9,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",17,4,2013,"Poultry","West"
"Other","AZ","environmental/other","PDS000034841.1",9,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",17,4,2013,"Poultry","West"
"Other","TN","environmental/other","PDS000035015.1",10,"Other",27,7,2015,"Poultry","South"
"Other","TN","environmental/other","PDS000035015.1",10,"Other",29,6,2015,"Poultry","South"
"Other","CA","environmental/other","PDS000035958.1",3,"Other",23,6,2014,"Poultry","West"
"Other","TX","environmental/other","PDS000035958.1",3,"Other",16,6,2014,"Cattle","South"
"Other","KS","environmental/other","PDS000035961.1",0,"Other",20,6,2014,"Cattle","Midwest"
"Other","PA","environmental/other","PDS000035961.1",0,"Other",23,6,2014,"Pig","Northeast"
"Other","CO","environmental/other","PDS000035959.1",3,"Other",23,6,2014,"Environment","West"
"Other","VA","environmental/other","PDS000035959.1",3,"Other",20,6,2014,"Pig","South"
"Other","CA","environmental/other","PDS000035954.1",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",23,6,2014,"Environment","West"
"Other","NC","environmental/other","PDS000035954.1",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",19,6,2014,"Poultry","South"
"Other","AZ","environmental/other","PDS000038156.1",NA,"Other",9,7,2013,"Poultry","West"
NA,"NY","clinical","PDS000040649.1",4,"Other",21,10,2014,"Human","Northeast"
NA,"NY","clinical","PDS000040649.1",4,"Other",31,12,2014,"Human","Northeast"
"Other","FL","environmental/other","PDS000051528.1",78,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",13,1,2014,"Environment","South"
"Other","DE","environmental/other","PDS000055160.1",11,"Other",12,7,2016,"Cattle","South"
"Other","DE","environmental/other","PDS000055160.1",11,"Other",12,7,2016,"Cattle","South"
"Other","USA","clinical","PDS000056959.2",2,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",28,7,2015,"Human","USA, General"
"Other","OR","environmental/other","PDS000057216.1",4,"Other",29,7,2015,"Produce and Food","West"
"Other","USA","clinical","PDS000057886.1",0,"Other",23,7,2015,"Human","USA, General"
"Other","TX","environmental/other","PDS000060195.1",2,"Other",7,10,2014,"Cattle","South"
"Other","TX","environmental/other","PDS000060195.1",2,"Other",7,10,2014,"Cattle","South"
"Other","FL","environmental/other","PDS000060769.3",23,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",24,5,2013,"Missing and Other","South"
"Other","NE","environmental/other","PDS000061059.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",19,5,2015,"Missing and Other","Midwest"
"O157:H7","USA","environmental/other","PDS000066935.1",13,"Other",2,9,2015,"Cattle","USA, General"
"O157:H7","USA","environmental/other","PDS000066935.1",13,"Other",2,9,2015,"Cattle","USA, General"
NA,"AK",NA,"PDS000071946.1",NA,"Other",15,8,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071946.1",NA,"Other",15,8,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071944.1",NA,"Other",21,6,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071944.1",NA,"Other",21,6,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071951.1",NA,"Other",11,7,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071951.1",NA,"Other",21,6,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071942.1",NA,"Other",11,7,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071942.1",NA,"Other",16,8,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071945.1",NA,"Other",7,6,2016,"Animal(Other)","West"
NA,"AK",NA,"PDS000071945.1",NA,"Other",7,6,2016,"Animal(Other)","West"
"Other","FL","environmental/other","PDS000001110.3",6,"Other",16,4,2015,"Cattle","South"
"Other","CA","environmental/other","PDS000014091.1",28,"Other",13,2,2013,"Cattle","West"
"Other","CA","environmental/other","PDS000014091.1",28,"Other",14,2,2013,"Cattle","West"
"Other","FL","environmental/other","PDS000016360.1",0,"Other",14,8,2013,"Missing and Other","South"
"Other","FL","environmental/other","PDS000016360.1",0,"Other",14,8,2013,"Missing and Other","South"
"Other","USA",NA,"PDS000019191.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",25,9,2015,"Human","USA, General"
"Other","USA",NA,"PDS000019191.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",25,9,2015,"Human","USA, General"
"Other","TN","environmental/other","PDS000023677.1",15,"Other",18,7,2014,"Poultry","South"
"Other","TN","environmental/other","PDS000023677.1",15,"Other",12,8,2014,"Poultry","South"
"Other","TN","environmental/other","PDS000023676.2",10,"Other",18,8,2014,"Poultry","South"
"Other","TN","environmental/other","PDS000023676.2",10,"Other",30,6,2014,"Poultry","South"
"Other","MS","environmental/other","PDS000033966.1",1,"Other",17,3,2014,"Poultry","South"
"Other","GA","environmental/other","PDS000033966.1",1,"Other",4,9,2014,"Poultry","South"
"Other","TX","environmental/other","PDS000033965.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",3,11,2014,"Environment","South"
"Other","GA","environmental/other","PDS000033965.1",0,"Other",11,11,2014,"Poultry","South"
"Other","NC","environmental/other","PDS000033962.1",1,"Other",5,2,2014,"Pig","South"
"Other","WI","environmental/other","PDS000033962.1",1,"Other",24,3,2014,"Poultry","Midwest"
"Other","TN","environmental/other","PDS000033960.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",11,2,2014,"Pig","South"
"Other","OK","environmental/other","PDS000033960.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",24,3,2014,"Pig","South"
"Other","IA","environmental/other","PDS000033959.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",11,2,2014,"Cattle","Midwest"
"Other","CA","environmental/other","PDS000033959.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",24,3,2014,"Environment","West"
"Other","IA","environmental/other","PDS000033958.1",0,"Other",17,2,2014,"Pig","Midwest"
"Other","NY","environmental/other","PDS000033958.1",0,"Other",24,3,2014,"Pig","Northeast"
"Other","NC","environmental/other","PDS000034470.1",2,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",8,12,2014,"Pig","South"
"Other","CA","environmental/other","PDS000034470.1",2,"Other",4,12,2014,"Pig","West"
"Other","PA","environmental/other","PDS000034467.1",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",20,10,2014,"Pig","Northeast"
"Other","NC","environmental/other","PDS000034467.1",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",20,10,2014,"Environment","South"
"Other","TX","environmental/other","PDS000034812.1",31,"Other",15,7,2013,"Poultry","South"
"Other","TX","environmental/other","PDS000034812.1",31,"Other",15,7,2013,"Poultry","South"
"Other","KY","environmental/other","PDS000034815.1",1,"Other",11,7,2013,"Poultry","South"
"Other","KY","environmental/other","PDS000034815.1",1,"Other",11,7,2013,"Poultry","South"
"Other","MD","environmental/other","PDS000034818.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",9,7,2013,"Poultry","South"
"Other","PA","environmental/other","PDS000034818.1",1,"Other",16,7,2013,"Poultry","Northeast"
"Other","MI","environmental/other","PDS000034811.1",7,"Other",22,7,2013,"Missing and Other","Midwest"
"Other","MI","environmental/other","PDS000034811.1",7,"Other",22,7,2013,"Missing and Other","Midwest"
"Other","USA","clinical","PDS000036440.3",33,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",24,8,2016,"Human","USA, General"
NA,"NY","clinical","PDS000040651.1",1,"Other",31,3,2015,"Human","Northeast"
NA,"NY","clinical","PDS000040651.1",1,"Other",18,3,2015,"Missing and Other","Northeast"
NA,"NY","clinical","PDS000040659.1",19,"Other",20,1,2015,"Human","Northeast"
NA,"NY","clinical","PDS000040659.1",19,"Other",19,9,2014,"Human","Northeast"
"Other","CA","environmental/other","PDS000051401.3",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",17,2,2015,"Produce and Food","West"
"Other","USA","clinical","PDS000053085.1",6,"Other",9,6,2014,"Human","USA, General"
"Other","USA","clinical","PDS000057113.1",6,"Other",12,11,2015,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000057235.1",5,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",23,4,2015,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000057339.1",7,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",13,12,2013,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000058045.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",25,7,2015,"Human","USA, General"
"Other","FL","environmental/other","PDS000066460.1",16,"Other",29,10,2015,"Cattle","South"
"Other","FL","environmental/other","PDS000066460.1",16,"Other",29,10,2015,"Cattle","South"
"Other","NE","environmental/other","PDS000070927.1",50,"Other",18,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070927.1",50,"Other",18,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070946.1",15,"Other",22,7,2013,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070946.1",15,"Other",17,6,2013,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070937.1",1,"Other",28,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070937.1",1,"Other",28,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070939.1",8,"Other",21,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070939.1",8,"Other",21,7,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070926.1",4,"Other",17,6,2013,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070926.1",4,"Other",17,6,2013,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070932.1",2,"Other",4,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070932.1",2,"Other",4,8,2014,"Cattle","Midwest"
"Other","TX","environmental/other","PDS000070943.1",11,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",23,6,2014,"Cattle","South"
"Other","TX","environmental/other","PDS000070943.1",11,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",23,6,2014,"Cattle","South"
"Other","TX","environmental/other","PDS000070944.1",8,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",23,6,2014,"Cattle","South"
"Other","TX","environmental/other","PDS000070944.1",8,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",23,6,2014,"Cattle","South"
"Other","NE","environmental/other","PDS000070931.1",5,"Other",4,8,2014,"Cattle","Midwest"
"Other","NE","environmental/other","PDS000070931.1",5,"Other",9,6,2014,"Cattle","Midwest"
"Other","CA","clinical","PDS000073111.1",27,"Other",23,1,2014,"Missing and Other","West"
"Other","USA","clinical","PDS000074237.1",28,"Other",26,12,2015,"Human","USA, General"
"Other","USA","clinical","PDS000073795.1",0,"Other",28,2,2016,"Human","USA, General"
"Other","IL","environmental/other","PDS000075263.1",36,"Other",31,12,2013,"Human","Midwest"
"Other","NE","environmental/other","PDS000011970.2",34,"Other",9,6,2014,"Cattle","Midwest"
"Other","FL","environmental/other","PDS000012432.1",2,"Other",5,2,2016,"Cattle","South"
"Other","FL","environmental/other","PDS000012432.1",2,"Other",5,2,2016,"Cattle","South"
"Other","FL","environmental/other","PDS000016106.1",1,"Other",3,10,2015,"Cattle","South"
"Other","FL","environmental/other","PDS000016106.1",1,"Other",3,10,2015,"Cattle","South"
"Other","FL","environmental/other","PDS000016103.1",17,"Other",1,12,2015,"Human","South"
"Other","FL","environmental/other","PDS000016103.1",17,"Other",1,12,2015,"Human","South"
"Other","FL","environmental/other","PDS000016086.1",3,"Other",10,11,2015,"Human","South"
"Other","FL","environmental/other","PDS000016086.1",3,"Other",10,11,2015,"Human","South"
"Other","FL","environmental/other","PDS000016105.1",2,"Other",10,11,2015,"Human","South"
"Other","FL","environmental/other","PDS000016105.1",2,"Other",10,11,2015,"Human","South"
"Other","AZ","environmental/other","PDS000034396.3",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",18,11,2014,"Environment","West"
"Other","CA","environmental/other","PDS000034399.1",2,"Other",3,10,2014,"Produce and Food","West"
"Other","CA","environmental/other","PDS000034399.1",2,"Other",3,10,2014,"Produce and Food","West"
"Other","CA","environmental/other","PDS000034398.1",5,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",3,10,2014,"Produce and Food","West"
"Other","CA","environmental/other","PDS000034398.1",5,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",31,10,2014,"Produce and Food","West"
"Other","CA","environmental/other","PDS000034401.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",4,10,2014,"Produce and Food","West"
"Other","CA","environmental/other","PDS000034401.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",4,10,2014,"Produce and Food","West"
"Other","TN","environmental/other","PDS000034413.1",1,"Other",12,6,2014,"Pig","South"
"Other","TX","environmental/other","PDS000034413.1",1,"Other",1,6,2014,"Poultry","South"
"Other","CO","environmental/other","PDS000038238.1",NA,"Other",22,7,2013,"Poultry","West"
"Other","USA","clinical","PDS000052995.1",16,"Other",14,5,2013,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000052995.1",16,"Other",3,11,2014,"Human","USA, General"
"Other","USA","clinical","PDS000052992.1",0,"Other",7,8,2013,"Human","USA, General"
NA,"USA","clinical","PDS000052996.1",0,"Other",13,2,2013,"Human","USA, General"
"Other","USA","clinical","PDS000053054.1",14,"Other",6,5,2014,"Human","USA, General"
"Other","USA","clinical","PDS000052994.1",12,"Other",6,11,2013,"Human","USA, General"
"Other","USA","clinical","PDS000052994.1",12,"Other",9,9,2015,"Human","USA, General"
"Other","CO","clinical","PDS000053055.1",0,"Other",1,3,2016,"Human","West"
"Other","USA","clinical","PDS000052993.1",11,"Other",1,10,2015,"Human","USA, General"
"Other","USA","clinical","PDS000052993.1",11,"Other",11,8,2015,"Missing and Other","USA, General"
"Other","CA","environmental/other","PDS000057052.1",10,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",3,10,2014,"Produce and Food","West"
"Other","CA","environmental/other","PDS000057052.1",10,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",3,10,2014,"Produce and Food","West"
"Other","USA","clinical","PDS000057167.1",8,"Other",12,6,2016,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000066006.1",36,"Other",15,7,2016,"Human","USA, General"
"Other","AZ","environmental/other","PDS000075250.1",26,"Other",8,5,2013,"Poultry","West"
"Other","MS",NA,"PDS000118347.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",15,6,2015,"Missing and Other","South"
"Other","OK","environmental/other","PDS000006439.3",3,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",17,10,2013,"Human","South"
"Other","NJ","environmental/other","PDS000006439.3",3,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",23,10,2013,"Human","Northeast"
"Other","FL",NA,"PDS000009240.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",2,12,2015,"Human","South"
"Other","FL",NA,"PDS000009240.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",2,12,2015,"Missing and Other","South"
"Other","KS","environmental/other","PDS000013539.2",NA,"Other",17,7,2013,"Cattle","Midwest"
"Other","USA",NA,"PDS000013539.2",NA,"Other",17,7,2013,"Cattle","USA, General"
"Other","KS","environmental/other","PDS000013536.3",NA,"Other",17,7,2013,"Cattle","Midwest"
"Other","USA",NA,"PDS000013536.3",NA,"Other",17,7,2013,"Cattle","USA, General"
"Other","KS","environmental/other","PDS000013537.2",NA,"Other",17,7,2013,"Cattle","Midwest"
"Other","USA",NA,"PDS000013537.2",NA,"Other",17,7,2013,"Cattle","USA, General"
"Other","KS","environmental/other","PDS000013556.2",NA,"Other",24,7,2013,"Cattle","Midwest"
"Other","USA",NA,"PDS000013556.2",NA,"Other",24,7,2013,"Cattle","USA, General"
"Other","KS","environmental/other","PDS000013555.2",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",17,7,2013,"Cattle","Midwest"
"Other","USA",NA,"PDS000013555.2",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",17,7,2013,"Cattle","USA, General"
"Other","NE","environmental/other","PDS000016625.1",4,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",29,3,2013,"Animal(Other)","Midwest"
"Other","NE","environmental/other","PDS000016625.1",4,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",29,3,2013,"Animal(Other)","Midwest"
"Other","MA","clinical","PDS000016624.1",9,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",13,12,2013,"Human","Northeast"
"Other","MA","clinical","PDS000016624.1",9,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",13,12,2013,"Human","Northeast"
"Other","TN","environmental/other","PDS000023662.1",11,"Other",12,8,2014,"Poultry","South"
"Other","TN","environmental/other","PDS000023662.1",11,"Other",19,7,2014,"Poultry","South"
"Other","TN","environmental/other","PDS000023671.2",7,"Other",18,7,2014,"Poultry","South"
"Other","TN","environmental/other","PDS000023671.2",7,"Other",18,7,2014,"Poultry","South"
"Other","FL","environmental/other","PDS000023516.3",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",5,11,2014,"Missing and Other","South"
"Other","FL","environmental/other","PDS000023516.3",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",5,11,2014,"Missing and Other","South"
"Other","USA","clinical","PDS000033946.3",20,"Other",11,9,2015,"Missing and Other","USA, General"
"Other","MO","environmental/other","PDS000033955.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",10,2,2014,"Cattle","Midwest"
"Other","IA","environmental/other","PDS000033955.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",24,2,2014,"Pig","Midwest"
"Other","TX","environmental/other","PDS000033954.1",3,"Other",17,2,2014,"Cattle","South"
"Other","OH","environmental/other","PDS000033956.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",10,2,2014,"Environment","Midwest"
"Other","NC","environmental/other","PDS000033956.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",24,2,2014,"Pig","South"
"Other","USA","clinical","PDS000033910.3",5,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",20,8,2015,"Human","USA, General"
"Other","USA","clinical","PDS000033921.3",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",8,6,2015,"Missing and Other","USA, General"
"Other","PA","environmental/other","PDS000034414.1",2,"Other",11,6,2014,"Cattle","Northeast"
"Other","AR","environmental/other","PDS000034414.1",2,"Other",29,5,2014,"Poultry","South"
"Other","CA","environmental/other","PDS000034415.1",3,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",16,6,2014,"Poultry","West"
